[2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]
[4, 4, 3, 3, 1, 1, 1, 1, 1, 1, 1]
[8, 7, 3, 1, 1, 1, 1, 1, 1, 1, 1]
[15, 11, 9, 9, 9, 9, 9, 9, 9, 9, 1]
[26, 24, 24, 24, 24, 24, 24, 24, 24, 16, 1]
[50, 50, 50, 50, 50, 24, 24, 24, 16, 1, 1]
[100, 100, 100, 100, 74, 74, 74, 16, 1, 1, 1]
[200, 200, 200, 174, 74, 74, 16, 1, 1, 1, 1]
[400, 200, 174, 74, 74, 16, 1, 1, 1, 1, 1]
[600, 574, 474, 474, 416, 401, 401, 401, 401, 1, 1]
[1174, 474, 474, 416, 401, 401, 401, 401, 1, 1, 1]
[1648, 1648, 1590, 1575, 401, 401, 401, 1, 1, 1, 1]
[3296, 3238, 3223, 401, 401, 401, 1, 1, 1, 1, 1]
[6534, 6519, 3697, 3697, 3697, 3297, 1, 1, 1, 1, 1]
[6519, 3697, 3697, 3697, 3297, 1, 1, 1, 1, 1, 1]
[10216, 10216, 10216, 3297, 1, 1, 1, 1, 1, 1, 1]
[20432, 10216, 3297, 1, 1, 1, 1, 1, 1, 1, 1]
[30648, 23729, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[54377, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1]
[2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1]
[4, 4, 4, 4, 4, 4, 2, 2, 1, 1, 1]
[8, 8, 8, 8, 8, 2, 2, 1, 1, 1, 1]
[16, 16, 16, 16, 10, 10, 1, 1, 1, 1, 1]
[32, 32, 32, 26, 10, 1, 1, 1, 1, 1, 1]
[32, 32, 26, 10, 1, 1, 1, 1, 1, 1, 1]
[64, 58, 42, 33, 33, 1, 1, 1, 1, 1, 1]
[122, 106, 97, 97, 65, 65, 1, 1, 1, 1, 1]
[228, 219, 219, 187, 187, 1, 1, 1, 1, 1, 1]
[447, 219, 187, 187, 1, 1, 1, 1, 1, 1, 1]
[666, 634, 634, 1, 1, 1, 1, 1, 1, 1, 1]
[634, 634, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[634, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1]
[4, 4, 4, 2, 2, 2, 2, 2, 2, 1, 1]
[8, 4, 2, 2, 2, 2, 2, 2, 1, 1, 1]
[12, 10, 10, 10, 10, 10, 10, 1, 1, 1, 1]
[10, 10, 10, 10, 10, 10, 1, 1, 1, 1, 1]
[20, 20, 20, 20, 20, 11, 11, 11, 1, 1, 1]
[20, 20, 20, 20, 11, 11, 11, 1, 1, 1, 1]
[40, 40, 40, 31, 31, 11, 1, 1, 1, 1, 1]
[80, 80, 31, 31, 11, 1, 1, 1, 1, 1, 1]
[160, 111, 31, 11, 1, 1, 1, 1, 1, 1, 1]
[271, 191, 171, 1, 1, 1, 1, 1, 1, 1, 1]
[462, 171, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[633, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]
[4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 1]
[8, 8, 8, 3, 3, 3, 3, 3, 3, 1, 1]
[16, 16, 11, 11, 11, 11, 11, 11, 9, 9, 1]
[32, 27, 27, 27, 27, 27, 27, 25, 25, 17, 1]
[59, 59, 59, 59, 59, 59, 57, 57, 49, 33, 1]
[118, 118, 118, 59, 59, 57, 57, 49, 33, 1, 1]
[236, 236, 177, 177, 175, 175, 167, 151, 119, 1, 1]
[472, 413, 413, 411, 411, 403, 387, 355, 237, 237, 1]
[885, 885, 883, 883, 875, 859, 827, 709, 709, 1, 1]
[1770, 1768, 1768, 1760, 1744, 1712, 1594, 1594, 886, 886, 1]
[3538, 3538, 3530, 3514, 3482, 3364, 3364, 2656, 2656, 1771, 1]
[7076, 7068, 7052, 7020, 6902, 6902, 2656, 2656, 1771, 1, 1]
[14144, 14128, 14096, 13978, 13978, 2656, 2656, 1771, 1, 1, 1]
[28272, 28240, 28122, 28122, 16800, 16800, 15915, 14145, 14145, 1, 1]
[56512, 56394, 56394, 45072, 45072, 44187, 42417, 42417, 28273, 1, 1]
[112906, 112906, 101584, 45072, 44187, 42417, 42417, 28273, 1, 1, 1]
[225812, 214490, 157978, 157093, 155323, 155323, 28273, 1, 1, 1, 1]
[440302, 383790, 382905, 155323, 155323, 28273, 1, 1, 1, 1, 1]
[824092, 823207, 595625, 155323, 28273, 1, 1, 1, 1, 1, 1]
[1647299, 1419717, 979415, 852365, 1, 1, 1, 1, 1, 1, 1]
[3067016, 2626714, 2499664, 1, 1, 1, 1, 1, 1, 1, 1]
[5693730, 5566680, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[11260410, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1]
[4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1]
[8, 8, 8, 8, 8, 8, 8, 5, 5, 5, 1]
[16, 16, 16, 16, 16, 16, 13, 13, 13, 9, 1]
[32, 32, 32, 32, 32, 13, 13, 13, 9, 1, 1]
[64, 64, 64, 64, 45, 45, 45, 41, 33, 33, 1]
[64, 64, 64, 45, 45, 45, 41, 33, 33, 1, 1]
[64, 64, 45, 45, 45, 41, 33, 33, 1, 1, 1]
[128, 109, 109, 109, 105, 97, 97, 65, 65, 1, 1]
[237, 237, 237, 105, 97, 97, 65, 65, 1, 1, 1]
[474, 474, 342, 97, 97, 65, 65, 1, 1, 1, 1]
[474, 342, 97, 97, 65, 65, 1, 1, 1, 1, 1]
[816, 97, 97, 65, 65, 1, 1, 1, 1, 1, 1]
[97, 97, 65, 65, 1, 1, 1, 1, 1, 1, 1]
[97, 65, 65, 1, 1, 1, 1, 1, 1, 1, 1]
[162, 162, 98, 98, 98, 98, 1, 1, 1, 1, 1]
[324, 260, 260, 260, 260, 163, 1, 1, 1, 1, 1]
[584, 584, 260, 260, 163, 1, 1, 1, 1, 1, 1]
[584, 260, 260, 163, 1, 1, 1, 1, 1, 1, 1]
[844, 844, 163, 1, 1, 1, 1, 1, 1, 1, 1]
[844, 163, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[1007, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1]
[4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1]
[8, 8, 8, 8, 8, 5, 5, 5, 5, 5, 1]
[16, 16, 16, 16, 13, 13, 13, 5, 5, 1, 1]
[32, 16, 16, 13, 13, 13, 5, 5, 1, 1, 1]
[48, 16, 13, 13, 13, 5, 5, 1, 1, 1, 1]
[16, 13, 13, 13, 5, 5, 1, 1, 1, 1, 1]
[29, 29, 29, 21, 21, 17, 17, 1, 1, 1, 1]
[29, 29, 21, 21, 17, 17, 1, 1, 1, 1, 1]
[58, 50, 50, 46, 17, 1, 1, 1, 1, 1, 1]
[50, 50, 46, 17, 1, 1, 1, 1, 1, 1, 1]
[50, 46, 17, 1, 1, 1, 1, 1, 1, 1, 1]
[46, 17, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[63, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1]
[4, 4, 4, 4, 2, 2, 2, 2, 2, 1, 1]
[8, 8, 8, 6, 6, 6, 6, 6, 5, 5, 1]
[16, 16, 14, 14, 6, 6, 6, 5, 5, 1, 1]
[32, 30, 30, 22, 22, 22, 21, 21, 17, 17, 1]
[62, 62, 54, 54, 54, 53, 53, 49, 49, 33, 1]
[124, 116, 116, 54, 53, 53, 49, 49, 33, 1, 1]
[240, 240, 178, 53, 53, 49, 49, 33, 1, 1, 1]
[480, 418, 293, 293, 289, 49, 33, 1, 1, 1, 1]
[418, 293, 293, 289, 49, 33, 1, 1, 1, 1, 1]
[711, 711, 707, 49, 33, 1, 1, 1, 1, 1, 1]
[1422, 1418, 760, 744, 712, 712, 1, 1, 1, 1, 1]
[1418, 760, 744, 712, 712, 1, 1, 1, 1, 1, 1]
[2178, 2162, 712, 712, 1, 1, 1, 1, 1, 1, 1]
[4340, 2890, 712, 1, 1, 1, 1, 1, 1, 1, 1]
[7230, 712, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[7942, 7231, 7231, 1, 1, 1, 1, 1, 1, 1, 1]
[15173, 7231, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[22404, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1]
[4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 1]
[8, 8, 8, 8, 8, 8, 8, 8, 7, 5, 1]
[16, 16, 16, 16, 16, 16, 16, 15, 13, 9, 1]
[32, 16, 16, 16, 16, 16, 15, 13, 9, 1, 1]
[48, 48, 48, 48, 48, 47, 45, 41, 33, 33, 1]
[96, 96, 96, 96, 95, 93, 89, 81, 33, 1, 1]
[192, 192, 192, 191, 189, 185, 177, 129, 97, 1, 1]
[384, 384, 191, 189, 185, 177, 129, 97, 1, 1, 1]
[768, 575, 573, 569, 561, 513, 97, 1, 1, 1, 1]
[1343, 1341, 1337, 1329, 1281, 97, 1, 1, 1, 1, 1]
[2684, 2680, 2672, 2624, 1440, 1344, 1, 1, 1, 1, 1]
[5364, 5356, 2624, 1440, 1344, 1, 1, 1, 1, 1, 1]
[10720, 2624, 1440, 1344, 1, 1, 1, 1, 1, 1, 1]
[13344, 1440, 1344, 1, 1, 1, 1, 1, 1, 1, 1]
[14784, 1344, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[16128, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
23806951
